,الجنسية,الجنس,المنطقة,حكومي/خاص,المدرسة,النسبة
0,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,66.29
1,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,93.92
2,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,80.09
3,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,85.89
4,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,86.68
5,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,94.06
6,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,73.95
7,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,87.4
8,يمني,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,91.76
9,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,86.9
10,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,84.62
11,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,75.48
12,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,86.5
13,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,83.21
14,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,74.35
15,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,67.75
16,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,68.58
17,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,68.74
18,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,76.82
19,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,84.91
20,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,82.64
21,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,77.3
22,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,94.14
23,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,79.07
24,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,71.73
25,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,91.98
26,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,75.21
27,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,77.88
28,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,85.22
29,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,82.67
30,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,80.89
31,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,79.28
32,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,94.62
33,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,68.08
34,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,82.85
35,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,64.61
36,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,87.57
37,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,76.94
38,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,87.44
39,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,86.83
40,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,69.32
41,مصري,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,99.85
42,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,84.24
43,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,79.19
44,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,84.96
45,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,85.27
46,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,74.21
47,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,88.35
48,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,86.37
49,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,85.15
50,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,79.04
51,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,87.04
52,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,84.08
53,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,77.73
54,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,67.89
55,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,83.0
56,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,73.42
57,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,95.32
58,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,70.41
59,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,85.01
60,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,87.93
61,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,98.17
62,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,90.33
63,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,91.01
64,كويتي,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,92.02
65,مصري,بنين,العاصمة,حكــومى,يوسف بن عيسى الثانوية للبنين,97.25
66,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,71.89
67,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,98.09
68,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,89.38
69,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,98.18
70,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,88.45
71,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,98.62
72,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,92.64
73,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,85.34
74,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,99.44
75,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,91.54
76,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,97.82
77,مصري,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,99.17
78,غير محدد الجنسية,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,90.68
79,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,97.57
80,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,88.93
81,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,83.15
82,مصري,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,94.8
83,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,85.78
84,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,74.97
85,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,95.09
86,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,85.93
87,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,75.42
88,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,87.44
89,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,94.74
90,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,98.23
91,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,70.52
92,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,73.98
93,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,83.46
94,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,91.71
95,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,95.13
96,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,96.71
97,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,70.26
98,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,96.33
99,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,89.52
100,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,96.39
101,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,85.5
102,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,92.16
103,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,87.58
104,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,93.59
105,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,82.57
106,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,86.55
107,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,91.59
108,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,91.71
109,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,82.54
110,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,89.13
111,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,87.2
112,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,78.81
113,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,83.24
114,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,90.32
115,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,98.7
116,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,96.1
117,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,93.9
118,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,79.86
119,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,69.32
120,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,98.81
121,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,81.58
122,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,72.43
123,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,96.39
124,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,95.84
125,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,78.82
126,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,76.17
127,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,81.06
128,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,93.21
129,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,80.54
130,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,68.49
131,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,72.75
132,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,90.37
133,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,95.75
134,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,73.33
135,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,90.49
136,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,70.82
137,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,96.94
138,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,84.09
139,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,69.69
140,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,81.73
141,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,90.7
142,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,95.77
143,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,97.49
144,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,71.04
145,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,68.51
146,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,85.68
147,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,99.08
148,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,77.05
149,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,79.12
150,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,85.21
151,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,89.4
152,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,80.86
153,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,86.15
154,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,97.48
155,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,79.81
156,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,81.76
157,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,86.95
158,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,71.52
159,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,78.79
160,يمني,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,75.35
161,صومالي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,85.66
162,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,82.44
163,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,97.33
164,كويتي,بنين,العاصمة,حكــومى,عبدالله العتيبي الثانوية  للبنين,92.87
165,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,78.0
166,سعودي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,78.87
167,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,65.03
168,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,70.11
169,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,91.79
170,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,94.08
171,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,63.76
172,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,81.55
173,يمني,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,76.45
174,الولايات المتحده,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,75.75
175,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,77.54
176,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,94.93
177,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,85.5
178,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,81.4
179,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,88.52
180,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,83.47
181,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,78.1
182,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,82.29
183,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,91.33
184,سعودي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,81.83
185,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,81.12
186,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,91.68
187,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,72.55
188,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,87.51
189,يمني,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,72.71
190,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,96.53
191,مصري,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,85.18
192,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,86.59
193,مصري,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,92.26
194,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,87.56
195,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,82.72
196,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,91.69
197,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,67.16
198,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,80.99
199,غير محدد الجنسية,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,70.26
200,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,63.64
201,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,96.11
202,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,68.45
203,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,72.04
204,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,82.49
205,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,82.11
206,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,66.21
207,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,65.95
208,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,86.18
209,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,89.83
210,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,70.75
211,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,90.88
212,مصري,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,96.67
213,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,65.96
214,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,70.41
215,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,91.18
216,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,79.27
217,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,76.87
218,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,87.85
219,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,92.97
220,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,66.37
221,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,84.51
222,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,71.45
223,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,83.26
224,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,85.45
225,مصري,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,96.67
226,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,81.92
227,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,87.09
228,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,84.38
229,كويتي,بنين,العاصمة,حكــومى,عيسى أحمد الحمد الثانوية للبنين,70.89
230,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,72.59
231,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,70.48
232,غير محدد الجنسية,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,75.85
233,غير محدد الجنسية,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,79.68
234,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,65.91
235,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,68.51
236,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,90.85
237,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,75.37
238,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,65.25
239,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,83.93
240,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,66.66
241,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,90.04
242,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,73.59
243,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,86.37
244,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,91.83
245,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,68.37
246,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,76.56
247,غير محدد الجنسية,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,70.77
248,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,92.17
249,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,68.65
250,مصري,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,96.74
251,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,96.94
252,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,69.91
253,سعودي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,79.85
254,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,71.51
255,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,89.95
256,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,87.19
257,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,81.35
258,غير محدد الجنسية,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,74.94
259,غير محدد الجنسية,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,69.23
260,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,86.57
261,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,72.86
262,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,93.84
263,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,74.46
264,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,90.04
265,مصري,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,83.67
266,غير محدد الجنسية,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,92.85
267,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,69.3
268,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,68.26
269,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,97.04
270,غير محدد الجنسية,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,87.78
271,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,93.85
272,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,77.15
273,غير محدد الجنسية,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,95.13
274,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,72.45
275,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,89.03
276,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,89.91
277,كويتي,بنين,العاصمة,حكــومى,يعقوب يوسف الغنيم الثانوية للبنين,79.45
278,كويتي,بنين,العاصمة,حكــومى,عبدالله الجابر الثانوية للبنين,83.98
279,كويتي,بنين,العاصمة,حكــومى,عبدالله الجابر الثانوية للبنين,72.26
280,كويتي,بنين,العاصمة,حكــومى,عبدالله الجابر الثانوية للبنين,91.15
281,مصري,بنين,العاصمة,حكــومى,عبدالله الجابر الثانوية للبنين,86.03
282,مصري,بنين,العاصمة,حكــومى,عبدالله الجابر الثانوية للبنين,86.66
283,كويتي,بنين,العاصمة,حكــومى,عبدالله الجابر الثانوية للبنين,84.54
284,كويتي,بنين,العاصمة,حكــومى,عبدالله الجابر الثانوية للبنين,79.69
285,سوري,بنين,العاصمة,حكــومى,عبدالله الجابر الثانوية للبنين,97.08
286,بحريني,بنين,العاصمة,حكــومى,عبدالله الجابر الثانوية للبنين,94.95
