,الجنسية,الجنس,المنطقة,حكومي/خاص,المدرسة,النسبة
402,كويتي,بنات,مبارك الكبير,حكــومى,فاطمة الهاشمية الثانوية للبنات,85.1
403,كويتي,بنات,مبارك الكبير,حكــومى,فاطمة الهاشمية الثانوية للبنات,84.37
404,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,72.38
405,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,73.33
406,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,83.41
407,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,82.66
408,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,80.31
409,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,84.69
410,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,78.28
411,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,84.36
412,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,89.62
413,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,78.94
414,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,88.71
415,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,75.31
416,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,83.05
417,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,86.52
418,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,64.98
419,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,78.87
420,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,75.95
421,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,91.81
422,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,84.19
423,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,70.84
424,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,84.35
425,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,83.91
426,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,67.41
427,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,68.85
428,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,90.19
429,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,94.13
430,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,87.52
431,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,84.57
432,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,79.8
433,مصري,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,66.4
434,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,83.04
435,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,76.07
436,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,75.93
437,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,77.29
438,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,81.2
439,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,88.85
440,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,96.86
441,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,81.69
442,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,71.71
443,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,85.79
444,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,89.43
445,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,67.18
446,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,74.11
447,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,72.61
448,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,73.4
449,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,78.86
450,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,81.11
451,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,71.13
452,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,96.28
453,كويتي,بنات,مبارك الكبير,حكــومى,العدان الثانوية  للبنات,89.83
454,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,92.98
455,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,88.33
456,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,74.57
457,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,86.45
458,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,80.36
459,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,95.82
460,سعودي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,79.16
461,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,79.91
462,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,75.45
463,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,72.82
464,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,78.49
465,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,70.32
466,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,81.37
467,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,90.99
468,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,80.98
469,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,69.11
470,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,72.79
471,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,85.52
472,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,92.98
473,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,71.33
474,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,78.72
475,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,82.25
476,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,92.84
477,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,76.49
478,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,93.1
479,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,84.48
480,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,69.64
481,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,69.34
482,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,72.53
483,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,80.24
484,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,68.95
485,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,85.14
486,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,83.42
487,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,76.47
488,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,73.1
489,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,63.84
490,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,81.13
491,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,69.2
492,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,80.15
493,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,85.55
494,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,82.82
495,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,87.52
496,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,75.33
497,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,90.83
498,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,67.04
499,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,95.98
500,كويتي,بنات,مبارك الكبير,حكــومى,ليلى الغفارية الثانوية للبنات,66.51
501,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,83.26
502,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,76.2
503,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,82.71
504,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,96.06
505,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,69.7
506,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,80.32
507,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,85.1
508,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,83.8
509,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,85.69
510,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,78.07
511,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,67.58
512,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,73.39
513,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,82.62
514,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,81.78
515,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,87.93
516,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,87.65
517,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,77.26
518,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,76.83
519,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,81.07
520,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,77.81
521,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,76.02
522,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,79.64
523,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,77.62
524,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,84.5
525,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,78.42
526,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,90.07
527,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,81.82
528,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,74.16
529,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,88.55
530,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,79.24
531,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,67.44
532,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,76.74
533,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,75.11
534,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,80.57
535,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,66.0
536,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,69.17
537,مصري,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,68.74
538,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,65.53
539,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,61.9
540,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,69.25
541,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,85.95
542,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,62.1
543,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,75.87
544,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,78.83
545,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,81.18
546,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,87.3
547,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,72.83
548,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,87.78
549,سعودي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,74.0
550,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,83.91
551,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,68.36
552,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,80.06
553,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,65.96
554,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,75.02
555,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,89.84
556,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,69.51
557,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,78.97
558,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,90.37
559,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,84.22
560,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,74.27
561,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,88.42
562,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,82.31
563,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,80.07
564,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,69.64
565,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,89.25
566,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,79.64
567,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,80.02
568,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,86.73
569,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,89.07
570,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,81.93
571,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,87.51
572,سعودي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,71.47
573,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,91.11
574,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,78.1
575,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,85.06
576,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,92.52
577,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,76.28
578,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,83.71
579,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,83.92
580,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,77.22
581,كويتي,بنات,مبارك الكبير,حكــومى,صباح السالم الثانوية للبنات,81.04
582,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,76.12
583,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,85.47
584,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,69.07
585,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,82.85
586,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,91.92
587,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,69.1
588,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,81.12
589,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,90.69
590,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,81.07
591,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,86.8
592,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,93.55
593,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,75.14
594,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,86.36
595,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,69.63
596,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,68.64
597,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,73.07
598,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,86.63
599,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,88.67
600,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,93.46
601,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,78.63
602,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,74.69
603,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,81.88
604,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,86.95
605,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,89.36
606,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,80.2
607,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,79.74
608,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,83.77
609,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,73.77
610,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,86.37
611,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,78.01
612,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,73.73
613,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,71.05
614,سعودي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,83.07
615,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,72.76
616,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,84.78
617,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,71.43
618,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,72.99
619,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,65.1
620,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,80.31
621,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,79.24
622,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,96.35
623,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,69.71
624,كويتي,بنات,مبارك الكبير,حكــومى,الشرقية الثانوية للبنات,93.36
625,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,74.0
626,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,71.03
627,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,76.02
628,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,70.25
629,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,81.08
630,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,74.24
631,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,70.77
632,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,67.28
633,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,63.34
634,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,78.17
635,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,83.25
636,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,70.42
637,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,64.25
638,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,68.58
639,لبناني,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,71.28
640,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,74.83
641,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,73.35
642,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,72.67
643,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,72.76
644,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,75.0
645,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,83.67
646,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,74.5
647,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,81.75
648,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,80.18
649,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,87.57
650,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,65.46
651,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,74.0
652,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,78.79
653,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,92.17
654,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,75.53
655,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,69.42
656,عماني,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,88.5
657,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,81.58
658,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,78.58
659,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,83.17
660,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,73.25
661,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,70.89
662,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,69.69
663,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,69.16
664,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,69.21
665,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,82.51
666,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,74.06
667,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,83.69
668,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,74.14
669,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,77.57
670,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,72.88
671,كويتي,,مبارك الكبير,مراكــز,مركز جابر العلى الصباح الثانوي رجال,74.42
672,اردني,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,78.36
673,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,67.51
674,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,74.83
675,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,71.85
676,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,81.83
677,سعودي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,79.79
678,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,71.24
679,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,75.65
680,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,74.2
681,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,88.67
682,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,65.14
683,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,69.8
684,بحريني,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,75.41
685,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,67.6
686,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,69.8
687,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,82.42
688,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,67.54
689,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,71.14
690,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,77.87
691,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,77.45
692,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,85.25
693,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,70.54
694,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,72.76
695,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,66.94
696,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,70.85
697,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,73.03
698,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,66.8
699,كويتي,,مبارك الكبير,مراكــز,مركز خالد سعود الزيد الثانوي رجال,79.33
